# Random Circle Problem
param d := 0.05; 
param n := 20; 
param radius := 2.00; 
param v0 := 
1 5.25
2 5.43
3 5.15
4 5.56
5 5.26
6 5.15
7 5.00
8 5.37
9 5.50
10 5.68
11 5.90
12 4.93
13 4.94
14 5.09
15 5.75
16 5.10
17 5.03
18 5.69
19 5.83
20 5.40
;
param cap := 
1 3.11174
2 2.94109
3 3.99821
4 3.60755
5 4.15003
6 4.79614
7 5.14111
8 5.22873
9 6.02922
10 6.06972
11 0.09638
12 0.63943
13 0.21326
14 1.09692
15 1.04569
16 1.57895
17 2.03718
18 1.89475
19 2.78775
20 2.47462
;
param x0 := 
1 2.00
2 1.90
3 1.62
4 1.18
5 0.62
6 0.00
7 -0.62
8 -1.18
9 -1.62
10 -1.90
11 -2.00
12 -1.90
13 -1.62
14 -1.18
15 -0.62
16 -0.00
17 0.62
18 1.18
19 1.62
20 1.90
;
param y0 := 
1 -0.00
2 0.62
3 1.18
4 1.62
5 1.90
6 2.00
7 1.90
8 1.62
9 1.18
10 0.62
11 0.00
12 -0.62
13 -1.18
14 -1.62
15 -1.90
16 -2.00
17 -1.90
18 -1.62
19 -1.18
20 -0.62
;
