# Random Circle Problem
param d := 0.05; 
param n := 20; 
param radius := 2.00; 
param v0 := 
1 5.38
2 5.22
3 5.15
4 5.68
5 4.99
6 5.27
7 5.05
8 5.48
9 5.90
10 5.05
11 5.29
12 5.06
13 5.17
14 5.81
15 5.62
16 5.22
17 5.40
18 5.51
19 5.88
20 5.81
;
param cap := 
1 3.32607
2 3.44035
3 3.25817
4 3.82214
5 4.75350
6 4.28629
7 5.06818
8 5.75513
9 5.66707
10 5.64880
11 0.23055
12 0.40931
13 0.55259
14 0.89399
15 1.13865
16 2.06091
17 1.44601
18 2.65503
19 2.91551
20 2.48168
;
param x0 := 
1 2.00
2 1.90
3 1.62
4 1.18
5 0.62
6 0.00
7 -0.62
8 -1.18
9 -1.62
10 -1.90
11 -2.00
12 -1.90
13 -1.62
14 -1.18
15 -0.62
16 -0.00
17 0.62
18 1.18
19 1.62
20 1.90
;
param y0 := 
1 -0.00
2 0.62
3 1.18
4 1.62
5 1.90
6 2.00
7 1.90
8 1.62
9 1.18
10 0.62
11 0.00
12 -0.62
13 -1.18
14 -1.62
15 -1.90
16 -2.00
17 -1.90
18 -1.62
19 -1.18
20 -0.62
;
