# Random Circle Problem
param d := 0.05; 
param n := 40; 
param radius := 2.00; 
param v0 := 
1 5.75
2 5.46
3 4.89
4 5.58
5 5.91
6 5.07
7 4.99
8 5.49
9 5.84
10 5.46
11 5.40
12 5.26
13 5.74
14 4.94
15 5.44
16 5.32
17 4.94
18 5.31
19 5.40
20 5.69
21 5.27
22 4.88
23 5.56
24 4.96
25 5.77
26 5.42
27 5.21
28 5.63
29 5.62
30 4.96
31 5.42
32 5.00
33 5.81
34 5.65
35 5.20
36 5.88
37 5.17
38 5.34
39 5.12
40 5.55
;
param cap := 
1 2.75179
2 3.59467
3 3.94748
4 3.81965
5 4.15564
6 3.91919
7 4.30390
8 4.59287
9 4.12115
10 4.84624
11 4.73978
12 4.73387
13 4.68348
14 5.04435
15 5.69351
16 5.82027
17 5.69454
18 5.55899
19 0.17622
20 6.27724
21 6.12752
22 0.57486
23 0.57535
24 0.51292
25 0.13069
26 0.66068
27 1.05706
28 1.01842
29 1.03447
30 1.70327
31 1.40299
32 2.14491
33 1.90732
34 2.13971
35 1.74215
36 1.97826
37 2.78828
38 3.04337
39 2.74043
40 2.88100
;
param x0 := 
1 2.00
2 1.98
3 1.90
4 1.78
5 1.62
6 1.41
7 1.18
8 0.91
9 0.62
10 0.31
11 0.00
12 -0.31
13 -0.62
14 -0.91
15 -1.18
16 -1.41
17 -1.62
18 -1.78
19 -1.90
20 -1.98
21 -2.00
22 -1.98
23 -1.90
24 -1.78
25 -1.62
26 -1.41
27 -1.18
28 -0.91
29 -0.62
30 -0.31
31 -0.00
32 0.31
33 0.62
34 0.91
35 1.18
36 1.41
37 1.62
38 1.78
39 1.90
40 1.98
;
param y0 := 
1 -0.00
2 0.31
3 0.62
4 0.91
5 1.18
6 1.41
7 1.62
8 1.78
9 1.90
10 1.98
11 2.00
12 1.98
13 1.90
14 1.78
15 1.62
16 1.41
17 1.18
18 0.91
19 0.62
20 0.31
21 0.00
22 -0.31
23 -0.62
24 -0.91
25 -1.18
26 -1.41
27 -1.62
28 -1.78
29 -1.90
30 -1.98
31 -2.00
32 -1.98
33 -1.90
34 -1.78
35 -1.62
36 -1.41
37 -1.18
38 -0.91
39 -0.62
40 -0.31
;
