# Random Circle Problem
param d := 0.05; 
param n := 40; 
param radius := 2.00; 
param v0 := 
1 5.62
2 5.63
3 5.28
4 5.34
5 5.74
6 5.33
7 5.75
8 5.59
9 5.54
10 5.43
11 5.84
12 5.15
13 4.87
14 5.09
15 4.87
16 5.35
17 5.19
18 5.09
19 5.26
20 5.47
21 5.34
22 5.90
23 5.45
24 4.97
25 5.17
26 4.99
27 5.29
28 5.59
29 5.25
30 5.68
31 5.02
32 5.12
33 4.99
34 5.20
35 5.83
36 5.11
37 5.11
38 4.95
39 5.27
40 5.46
;
param cap := 
1 3.47123
2 2.91864
3 3.77040
4 3.30177
5 4.22469
6 3.62674
7 4.09240
8 3.78371
9 4.63671
10 4.27360
11 4.55737
12 4.90858
13 5.09252
14 4.69058
15 5.17718
16 5.10124
17 5.19994
18 5.37008
19 6.23463
20 6.26922
21 6.21867
22 6.20337
23 0.73506
24 0.05343
25 0.51269
26 0.84658
27 0.86098
28 1.15352
29 0.77066
30 1.47603
31 1.31255
32 1.87224
33 2.24356
34 1.58966
35 2.06958
36 2.79743
37 2.64953
38 2.95134
39 2.57497
40 2.73921
;
param x0 := 
1 2.00
2 1.98
3 1.90
4 1.78
5 1.62
6 1.41
7 1.18
8 0.91
9 0.62
10 0.31
11 0.00
12 -0.31
13 -0.62
14 -0.91
15 -1.18
16 -1.41
17 -1.62
18 -1.78
19 -1.90
20 -1.98
21 -2.00
22 -1.98
23 -1.90
24 -1.78
25 -1.62
26 -1.41
27 -1.18
28 -0.91
29 -0.62
30 -0.31
31 -0.00
32 0.31
33 0.62
34 0.91
35 1.18
36 1.41
37 1.62
38 1.78
39 1.90
40 1.98
;
param y0 := 
1 -0.00
2 0.31
3 0.62
4 0.91
5 1.18
6 1.41
7 1.62
8 1.78
9 1.90
10 1.98
11 2.00
12 1.98
13 1.90
14 1.78
15 1.62
16 1.41
17 1.18
18 0.91
19 0.62
20 0.31
21 0.00
22 -0.31
23 -0.62
24 -0.91
25 -1.18
26 -1.41
27 -1.62
28 -1.78
29 -1.90
30 -1.98
31 -2.00
32 -1.98
33 -1.90
34 -1.78
35 -1.62
36 -1.41
37 -1.18
38 -0.91
39 -0.62
40 -0.31
;
