# Random Circle Problem
param d := 0.05; 
param n := 40; 
param radius := 2.00; 
param v0 := 
1 4.96
2 5.27
3 4.93
4 5.02
5 5.39
6 5.40
7 5.64
8 5.66
9 5.38
10 5.55
11 5.79
12 5.91
13 5.64
14 5.64
15 5.81
16 5.50
17 5.58
18 5.31
19 5.32
20 5.29
21 5.34
22 5.29
23 5.68
24 5.11
25 5.38
26 4.99
27 5.34
28 5.13
29 5.87
30 5.52
31 5.66
32 5.86
33 5.28
34 5.36
35 5.81
36 5.77
37 5.43
38 5.38
39 5.46
40 5.27
;
param cap := 
1 2.95347
2 2.90298
3 3.23419
4 3.72924
5 3.66662
6 3.64183
7 4.38862
8 4.20287
9 4.56082
10 4.24025
11 4.42538
12 4.40781
13 5.32982
14 5.62453
15 4.88207
16 5.57119
17 5.80204
18 6.16221
19 6.14627
20 6.17158
21 0.31130
22 5.93176
23 6.18428
24 0.95711
25 0.45632
26 1.27197
27 0.53585
28 0.99729
29 0.91102
30 1.34256
31 1.07830
32 1.60717
33 2.32940
34 1.59058
35 2.57162
36 2.53194
37 2.19982
38 2.27241
39 3.23583
40 2.67466
;
param x0 := 
1 2.00
2 1.98
3 1.90
4 1.78
5 1.62
6 1.41
7 1.18
8 0.91
9 0.62
10 0.31
11 0.00
12 -0.31
13 -0.62
14 -0.91
15 -1.18
16 -1.41
17 -1.62
18 -1.78
19 -1.90
20 -1.98
21 -2.00
22 -1.98
23 -1.90
24 -1.78
25 -1.62
26 -1.41
27 -1.18
28 -0.91
29 -0.62
30 -0.31
31 -0.00
32 0.31
33 0.62
34 0.91
35 1.18
36 1.41
37 1.62
38 1.78
39 1.90
40 1.98
;
param y0 := 
1 -0.00
2 0.31
3 0.62
4 0.91
5 1.18
6 1.41
7 1.62
8 1.78
9 1.90
10 1.98
11 2.00
12 1.98
13 1.90
14 1.78
15 1.62
16 1.41
17 1.18
18 0.91
19 0.62
20 0.31
21 0.00
22 -0.31
23 -0.62
24 -0.91
25 -1.18
26 -1.41
27 -1.62
28 -1.78
29 -1.90
30 -1.98
31 -2.00
32 -1.98
33 -1.90
34 -1.78
35 -1.62
36 -1.41
37 -1.18
38 -0.91
39 -0.62
40 -0.31
;
