#Grid Problem
param d := 0.05; 
param n := 36; 
param radius := 2.00; 
param v0 := 
1 5.00
2 5.00
3 5.00
4 5.00
5 5.00
6 5.00
7 5.00
8 5.00
9 5.00
10 5.00
11 5.00
12 5.00
13 5.00
14 5.00
15 5.00
16 5.00
17 5.00
18 5.00
19 5.00
20 5.00
21 5.00
22 5.00
23 5.00
24 5.00
25 5.00
26 5.00
27 5.00
28 5.00
29 5.00
30 5.00
31 5.00
32 5.00
33 5.00
34 5.00
35 5.00
36 5.00
;
param cap := 
1 3.14159
2 3.14159
3 3.14159
4 3.14159
5 3.14159
6 3.14159
7 3.14159
8 3.14159
9 3.14159
10 4.71239
11 4.71239
12 4.71239
13 4.71239
14 4.71239
15 4.71239
16 4.71239
17 4.71239
18 4.71239
19 3.14159
20 3.14159
21 3.14159
22 3.14159
23 3.14159
24 3.14159
25 3.14159
26 3.14159
27 3.14159
28 4.71239
29 4.71239
30 4.71239
31 4.71239
32 4.71239
33 4.71239
34 4.71239
35 4.71239
36 4.71239
;
param x0 := 
1 2.00000
2 1.85000
3 1.70000
4 1.55000
5 1.40000
6 1.25000
7 1.10000
8 0.95000
9 0.80000
10 0.00000
11 0.00000
12 0.00000
13 0.00000
14 0.00000
15 0.00000
16 0.00000
17 0.00000
18 0.00000
19 2.09000
20 1.94000
21 1.79000
22 1.64000
23 1.49000
24 1.34000
25 1.19000
26 1.04000
27 0.89000
28 0.20000
29 0.20000
30 0.20000
31 0.20000
32 0.20000
33 0.20000
34 0.20000
35 0.20000
36 0.20000
;
param y0 := 
1 0.00000
2 0.00000
3 0.00000
4 0.00000
5 0.00000
6 0.00000
7 0.00000
8 0.00000
9 0.00000
10 2.00000
11 1.85000
12 1.70000
13 1.55000
14 1.40000
15 1.25000
16 1.10000
17 0.95000
18 0.80000
19 0.18000
20 0.18000
21 0.18000
22 0.18000
23 0.18000
24 0.18000
25 0.18000
26 0.18000
27 0.18000
28 2.12000
29 1.97000
30 1.82000
31 1.67000
32 1.52000
33 1.37000
34 1.22000
35 1.07000
36 0.92000
;
