#Grid Problem
param d := 0.05; 
param n := 28; 
param radius := 2.00; 
param v0 := 
1 5.00
2 5.00
3 5.00
4 5.00
5 5.00
6 5.00
7 5.00
8 5.00
9 5.00
10 5.00
11 5.00
12 5.00
13 5.00
14 5.00
15 5.00
16 5.00
17 5.00
18 5.00
19 5.00
20 5.00
21 5.00
22 5.00
23 5.00
24 5.00
25 5.00
26 5.00
27 5.00
28 5.00
;
param cap := 
1 3.14159
2 3.14159
3 3.14159
4 3.14159
5 3.14159
6 3.14159
7 3.14159
8 4.71239
9 4.71239
10 4.71239
11 4.71239
12 4.71239
13 4.71239
14 4.71239
15 3.14159
16 3.14159
17 3.14159
18 3.14159
19 3.14159
20 3.14159
21 3.14159
22 4.71239
23 4.71239
24 4.71239
25 4.71239
26 4.71239
27 4.71239
28 4.71239
;
param x0 := 
1 2.00000
2 1.85000
3 1.70000
4 1.55000
5 1.40000
6 1.25000
7 1.10000
8 0.00000
9 0.00000
10 0.00000
11 0.00000
12 0.00000
13 0.00000
14 0.00000
15 2.09000
16 1.94000
17 1.79000
18 1.64000
19 1.49000
20 1.34000
21 1.19000
22 0.20000
23 0.20000
24 0.20000
25 0.20000
26 0.20000
27 0.20000
28 0.20000
;
param y0 := 
1 0.00000
2 0.00000
3 0.00000
4 0.00000
5 0.00000
6 0.00000
7 0.00000
8 2.00000
9 1.85000
10 1.70000
11 1.55000
12 1.40000
13 1.25000
14 1.10000
15 0.18000
16 0.18000
17 0.18000
18 0.18000
19 0.18000
20 0.18000
21 0.18000
22 2.12000
23 1.97000
24 1.82000
25 1.67000
26 1.52000
27 1.37000
28 1.22000
;
