#Grid Problem
param d := 0.05; 
param n := 60; 
param radius := 2.00; 
param v0 := 
1 5.00
2 5.00
3 5.00
4 5.00
5 5.00
6 5.00
7 5.00
8 5.00
9 5.00
10 5.00
11 5.00
12 5.00
13 5.00
14 5.00
15 5.00
16 5.00
17 5.00
18 5.00
19 5.00
20 5.00
21 5.00
22 5.00
23 5.00
24 5.00
25 5.00
26 5.00
27 5.00
28 5.00
29 5.00
30 5.00
31 5.00
32 5.00
33 5.00
34 5.00
35 5.00
36 5.00
37 5.00
38 5.00
39 5.00
40 5.00
41 5.00
42 5.00
43 5.00
44 5.00
45 5.00
46 5.00
47 5.00
48 5.00
49 5.00
50 5.00
51 5.00
52 5.00
53 5.00
54 5.00
55 5.00
56 5.00
57 5.00
58 5.00
59 5.00
60 5.00
;
param cap := 
1 3.14159
2 3.14159
3 3.14159
4 3.14159
5 3.14159
6 3.14159
7 3.14159
8 3.14159
9 3.14159
10 3.14159
11 3.14159
12 3.14159
13 3.14159
14 3.14159
15 3.14159
16 4.71239
17 4.71239
18 4.71239
19 4.71239
20 4.71239
21 4.71239
22 4.71239
23 4.71239
24 4.71239
25 4.71239
26 4.71239
27 4.71239
28 4.71239
29 4.71239
30 4.71239
31 3.14159
32 3.14159
33 3.14159
34 3.14159
35 3.14159
36 3.14159
37 3.14159
38 3.14159
39 3.14159
40 3.14159
41 3.14159
42 3.14159
43 3.14159
44 3.14159
45 3.14159
46 4.71239
47 4.71239
48 4.71239
49 4.71239
50 4.71239
51 4.71239
52 4.71239
53 4.71239
54 4.71239
55 4.71239
56 4.71239
57 4.71239
58 4.71239
59 4.71239
60 4.71239
;
param x0 := 
1 2.00000
2 1.85000
3 1.70000
4 1.55000
5 1.40000
6 1.25000
7 1.10000
8 0.95000
9 0.80000
10 0.65000
11 0.50000
12 0.35000
13 0.20000
14 0.05000
15 -0.10000
16 0.00000
17 0.00000
18 0.00000
19 0.00000
20 0.00000
21 0.00000
22 0.00000
23 0.00000
24 0.00000
25 0.00000
26 0.00000
27 0.00000
28 0.00000
29 0.00000
30 0.00000
31 2.09000
32 1.94000
33 1.79000
34 1.64000
35 1.49000
36 1.34000
37 1.19000
38 1.04000
39 0.89000
40 0.74000
41 0.59000
42 0.44000
43 0.29000
44 0.14000
45 -0.01000
46 0.20000
47 0.20000
48 0.20000
49 0.20000
50 0.20000
51 0.20000
52 0.20000
53 0.20000
54 0.20000
55 0.20000
56 0.20000
57 0.20000
58 0.20000
59 0.20000
60 0.20000
;
param y0 := 
1 0.00000
2 0.00000
3 0.00000
4 0.00000
5 0.00000
6 0.00000
7 0.00000
8 0.00000
9 0.00000
10 0.00000
11 0.00000
12 0.00000
13 0.00000
14 0.00000
15 0.00000
16 2.00000
17 1.85000
18 1.70000
19 1.55000
20 1.40000
21 1.25000
22 1.10000
23 0.95000
24 0.80000
25 0.65000
26 0.50000
27 0.35000
28 0.20000
29 0.05000
30 -0.10000
31 0.18000
32 0.18000
33 0.18000
34 0.18000
35 0.18000
36 0.18000
37 0.18000
38 0.18000
39 0.18000
40 0.18000
41 0.18000
42 0.18000
43 0.18000
44 0.18000
45 0.18000
46 2.12000
47 1.97000
48 1.82000
49 1.67000
50 1.52000
51 1.37000
52 1.22000
53 1.07000
54 0.92000
55 0.77000
56 0.62000
57 0.47000
58 0.32000
59 0.17000
60 0.02000
;
