# Random Circle Problem;
param radius := 2;
param nf := 5;
param n := 150;
param d := 0.05;
param v0 := 
1	4.04
2	4.07
3	3.97
4	3.96
5	4.07
6	4.03
7	3.99
8	3.99
9	3.97
10	4.04
11	3.98
12	4.02
13	3.98
14	4.02
15	3.96
16	3.96
17	3.94
18	3.99
19	3.96
20	3.93
21	3.98
22	4.04
23	4.08
24	3.92
25	4.00
26	3.93
27	3.98
28	3.97
29	3.93
30	3.92
31	4.09
32	4.03
33	4.06
34	3.97
35	4.00
36	3.96
37	3.93
38	3.90
39	3.94
40	4.10
41	4.01
42	3.95
43	3.96
44	4.06
45	4.01
46	3.90
47	3.98
48	3.92
49	4.01
50	3.97
51	3.90
52	4.06
53	4.03
54	4.07
55	4.06
56	3.92
57	4.10
58	4.04
59	3.94
60	4.06
61	4.02
62	3.94
63	3.99
64	3.93
65	3.91
66	3.91
67	4.08
68	3.99
69	3.92
70	4.08
71	3.96
72	4.05
73	3.95
74	3.97
75	3.91
76	4.03
77	4.05
78	3.98
79	3.97
80	4.00
81	3.90
82	3.93
83	4.08
84	3.97
85	3.96
86	3.93
87	4.01
88	4.06
89	3.99
90	4.03
91	3.96
92	3.93
93	4.07
94	3.97
95	3.98
96	4.10
97	3.95
98	3.92
99	4.02
100	3.93
101	3.98
102	3.91
103	4.06
104	4.00
105	4.00
106	4.03
107	4.05
108	4.00
109	4.09
110	4.06
111	3.95
112	3.92
113	3.94
114	4.04
115	3.96
116	3.90
117	3.95
118	4.08
119	3.96
120	3.96
121	3.97
122	4.03
123	4.02
124	3.96
125	4.05
126	3.95
127	4.07
128	4.04
129	4.07
130	3.93
131	3.95
132	3.98
133	3.93
134	4.07
135	3.96
136	3.94
137	4.10
138	4.07
139	4.07
140	4.04
141	3.95
142	4.05
143	4.09
144	3.92
145	4.10
146	4.05
147	4.01
148	3.97
149	4.00
150	3.94
;
param cap := 
1	2.96
2	2.69
3	3.30
4	2.99
5	3.22
6	3.21
7	2.87
8	3.62
9	3.19
10	3.80
11	3.92
12	3.14
13	3.77
14	3.32
15	3.37
16	4.16
17	4.33
18	3.44
19	3.45
20	3.56
21	3.57
22	4.28
23	4.49
24	3.92
25	4.26
26	4.58
27	4.62
28	4.31
29	4.28
30	4.82
31	3.94
32	4.92
33	4.93
34	4.63
35	4.71
36	4.33
37	4.69
38	4.98
39	4.84
40	4.68
41	4.51
42	4.74
43	4.49
44	5.08
45	4.61
46	4.94
47	4.92
48	4.82
49	4.81
50	4.89
51	5.42
52	4.97
53	5.47
54	5.62
55	5.01
56	5.22
57	5.11
58	5.15
59	6.04
60	6.03
61	6.14
62	5.41
63	6.14
64	5.75
65	5.50
66	5.79
67	5.98
68	0.17
69	6.08
70	6.22
71	0.24
72	6.20
73	6.03
74	0.05
75	5.85
76	5.86
77	0.35
78	6.03
79	0.02
80	0.20
81	0.27
82	6.07
83	0.44
84	0.19
85	6.16
86	0.36
87	6.28
88	0.77
89	0.95
90	0.64
91	0.77
92	0.19
93	1.15
94	0.32
95	1.23
96	0.94
97	1.01
98	0.41
99	1.12
100	0.60
101	0.87
102	1.22
103	1.51
104	0.78
105	1.08
106	1.55
107	1.73
108	1.82
109	1.03
110	1.87
111	1.24
112	1.34
113	1.90
114	1.74
115	1.34
116	1.21
117	1.54
118	2.03
119	1.81
120	1.41
121	1.79
122	1.75
123	1.59
124	2.23
125	2.26
126	2.20
127	1.87
128	2.03
129	1.85
130	2.75
131	2.05
132	1.98
133	1.96
134	2.68
135	2.33
136	2.21
137	2.38
138	3.02
139	2.19
140	2.80
141	2.79
142	2.29
143	3.28
144	3.19
145	2.62
146	2.67
147	3.17
148	2.99
149	3.06
150	2.74
;
param l0 := 
1	2
2	5
3	3
4	5
5	4
6	2
7	4
8	4
9	5
10	3
11	5
12	5
13	1
14	5
15	4
16	1
17	4
18	5
19	1
20	2
21	3
22	5
23	4
24	1
25	2
26	3
27	5
28	4
29	2
30	1
31	1
32	4
33	2
34	5
35	2
36	3
37	5
38	1
39	3
40	4
41	1
42	2
43	1
44	5
45	1
46	3
47	3
48	3
49	3
50	5
51	3
52	3
53	3
54	5
55	3
56	4
57	5
58	1
59	2
60	5
61	2
62	2
63	4
64	5
65	2
66	3
67	2
68	3
69	4
70	1
71	1
72	4
73	5
74	5
75	4
76	4
77	3
78	5
79	4
80	2
81	3
82	1
83	1
84	4
85	2
86	1
87	3
88	4
89	5
90	1
91	4
92	3
93	1
94	5
95	2
96	1
97	2
98	2
99	2
100	1
101	5
102	3
103	5
104	3
105	5
106	2
107	3
108	5
109	5
110	5
111	3
112	5
113	1
114	3
115	2
116	3
117	3
118	4
119	1
120	2
121	3
122	5
123	5
124	4
125	5
126	2
127	2
128	3
129	1
130	3
131	1
132	4
133	5
134	4
135	3
136	4
137	2
138	2
139	1
140	4
141	5
142	1
143	1
144	3
145	3
146	4
147	3
148	2
149	1
150	5
;
